# id	type	entity
bo162	book	http://dbpedia.org/resource/On_the_Road
bo163	book	http://dbpedia.org/resource/The_Diary_of_a_Young_Girl
bo164	book	http://dbpedia.org/resource/Running_with_Scissors_(memoir)
bo165	book	http://dbpedia.org/resource/Water_for_Elephants
bo166	book_writer	http://dbpedia.org/resource/Stan_Lee
bo167	book	http://dbpedia.org/resource/Green_Eggs_and_Ham
bo168	book_genre	http://dbpedia.org/resource/Non-fiction_novel
bo169	book	http://dbpedia.org/resource/American_Gods
bo170	book	http://dbpedia.org/resource/A_Wrinkle_in_Time
bo171	book	http://dbpedia.org/resource/Vampire_Kisses
bo172	book	http://dbpedia.org/resource/Left_Behind_(novel)
bo173	book	http://dbpedia.org/resource/The_Sisterhood_of_the_Traveling_Pants_(novel)
bo174	book	http://dbpedia.org/resource/Freakonomics
bo175	book	http://dbpedia.org/resource/Nancy_Drew
bo176	book	http://dbpedia.org/resource/The_Grapes_of_Wrath
bo177	book	http://dbpedia.org/resource/2_States:_The_Story_of_My_Marriage
bo178	book	http://dbpedia.org/resource/The_Curious_Incident_of_the_Dog_in_the_Night-Time
bo179	book	http://dbpedia.org/resource/The_Secret_Life_of_Bees
bo180	book_genre	http://dbpedia.org/resource/Novel
bo182	book	http://dbpedia.org/resource/The_Stranger_(novel)
bo183	book	http://dbpedia.org/resource/The_Shining_(novel)
bo184	book	http://dbpedia.org/resource/Pendragon:_Before_the_War
bo185	book	http://dbpedia.org/resource/The_3_Mistakes_of_My_Life
bo186	book	http://dbpedia.org/resource/The_48_Laws_of_Power
bo187	book	http://dbpedia.org/resource/Pride_and_Prejudice_and_Zombies
bo188	book	http://dbpedia.org/resource/Digital_Fortress
bo189	book	http://dbpedia.org/resource/Invisible_Monsters
bo190	book_writer	http://dbpedia.org/resource/John_Grisham
bo191	book	http://dbpedia.org/resource/Deception_Point
bo192	book	http://dbpedia.org/resource/Rainbow_Fish
bo193	book	http://dbpedia.org/resource/Anna_Karenina
bo194	book	http://dbpedia.org/resource/Anne_of_Green_Gables
bo195	book	http://dbpedia.org/resource/Wicked_Lovely
bo196	book	http://dbpedia.org/resource/East_of_Eden_(novel)
bo197	book	http://dbpedia.org/resource/City_of_Bones_(Mortal_Instruments)
bo198	book	http://dbpedia.org/resource/Flowers_for_Algernon
bo199	book	http://dbpedia.org/resource/Thirteen_Reasons_Why
bo200	book	http://dbpedia.org/resource/Nightworld_(novel)
bo201	book	http://dbpedia.org/resource/The_Secret_Garden
bo202	book	http://dbpedia.org/resource/The_Silmarillion
bo203	book	http://dbpedia.org/resource/Good_Omens
bo204	book_character	http://dbpedia.org/resource/Sookie_Stackhouse
bo205	book	http://dbpedia.org/resource/Marley_&_Me
bo206	book	http://dbpedia.org/resource/A_Song_of_Ice_and_Fire
bo207	book	http://dbpedia.org/resource/The_Power_of_Now
bo208	book	http://dbpedia.org/resource/Watership_Down
bo209	book	http://dbpedia.org/resource/Inheritance_Cycle
bo210	book	http://dbpedia.org/resource/White_Oleander
bo211	book	http://dbpedia.org/resource/Through_the_Looking-Glass
bo212	book	http://dbpedia.org/resource/Emma_(novel)
bo213	book	http://dbpedia.org/resource/Redeeming_Love
bo214	book_genre	http://dbpedia.org/resource/True_crime
bo215	book	http://dbpedia.org/resource/Identical_(novel)
bo216	book_character	http://dbpedia.org/resource/Beowulf_(hero)
bo217	book	http://dbpedia.org/resource/The_Things_They_Carried
bo218	book	http://dbpedia.org/resource/Adventures_of_Huckleberry_Finn
bo219	book	http://dbpedia.org/resource/Warriors_(anthology)
bo220	book	http://dbpedia.org/resource/The_Pillars_of_the_Earth
bo221	book_character	http://dbpedia.org/resource/Alex_Rider_(character)
bo222	book	http://dbpedia.org/resource/Their_Eyes_Were_Watching_God
bo223	book	http://dbpedia.org/resource/Redwall_(novel)
bo224	book	http://dbpedia.org/resource/Eric_(novel)
bo225	book	http://dbpedia.org/resource/The_Smurfs
bo226	book	http://dbpedia.org/resource/Mere_Christianity
bo227	book	http://dbpedia.org/resource/Angela's_Ashes
bo228	book	http://dbpedia.org/resource/Anthem_(novella)
bo229	book	http://dbpedia.org/resource/The_Clique_(series)
bo230	book	http://dbpedia.org/resource/Paradise_Lost
bo231	book	http://dbpedia.org/resource/The_Vampire_Lestat
bo232	book	http://dbpedia.org/resource/Evermore_(book)
bo233	book	http://dbpedia.org/resource/Marked_(novel)
bo234	book_writer	http://dbpedia.org/resource/Rob_Bell
bo235	book	http://dbpedia.org/resource/House_of_Leaves
bo236	book	http://dbpedia.org/resource/War_and_Peace
bo237	book	http://dbpedia.org/resource/The_Dresden_Files
bo238	book	http://dbpedia.org/resource/The_Prince
bo239	book	http://dbpedia.org/resource/The_Screwtape_Letters
bo240	book	http://dbpedia.org/resource/Veronika_Decides_to_Die
bo241	book	http://dbpedia.org/resource/Blue_Bloods_(novel_series)
bo242	book	http://dbpedia.org/resource/Blink_(book)
bo243	book	http://dbpedia.org/resource/Sophie's_World
bo244	book	http://dbpedia.org/resource/V_(comics)
bo245	book	http://dbpedia.org/resource/Oliver_Twist
bo246	book	http://dbpedia.org/resource/One_Hundred_Years_of_Solitude
bo247	book	http://dbpedia.org/resource/The_Phantom_of_the_Opera
bo248	book_writer	http://dbpedia.org/resource/Albert_Camus
bo249	book	http://dbpedia.org/resource/A_Midsummer_Night's_Dream
bo250	book	http://dbpedia.org/resource/Flowers_in_the_Attic
bo251	book	http://dbpedia.org/resource/Cut_(novel)
bo252	book	http://dbpedia.org/resource/The_Princess_Bride
bo253	book	http://dbpedia.org/resource/The_Prophet_(book)
bo254	book	http://dbpedia.org/resource/The_Other_Boleyn_Girl
bo255	book	http://dbpedia.org/resource/Iliad
bo256	book_character	http://dbpedia.org/resource/King_Kong
bo257	book	http://dbpedia.org/resource/Othello
bo258	book	http://dbpedia.org/resource/American_Psycho
bo259	book	http://dbpedia.org/resource/Bhagavad_Gita
bo260	book	http://dbpedia.org/resource/Stargirl_(novel)
bo261	book	http://dbpedia.org/resource/The_Crucible_of_Time
bo262	book	http://dbpedia.org/resource/Think_and_Grow_Rich
bo263	book	http://dbpedia.org/resource/A_New_Earth
bo264	book	http://dbpedia.org/resource/A_Brief_History_of_Time
bo265	book	http://dbpedia.org/resource/Johnny_the_Homicidal_Maniac
bo266	book	http://dbpedia.org/resource/The_Walking_Dead_(comic_book)
bo267	book	http://dbpedia.org/resource/A_Great_and_Terrible_Beauty
bo268	book	http://dbpedia.org/resource/Roronoa_Zoro
bo269	book	http://dbpedia.org/resource/Cat's_Cradle
bo270	book	http://dbpedia.org/resource/Crime_(novel)
bo271	book	http://dbpedia.org/resource/Blood_and_Chocolate_(novel)
bo272	book	http://dbpedia.org/resource/The_Old_Man_and_the_Sea
bo273	book_genre	http://dbpedia.org/resource/Cookbook
bo274	book	http://dbpedia.org/resource/The_Unbearable_Lightness_of_Being
bo275	book	http://dbpedia.org/resource/Things_Fall_Apart
bo276	book	http://dbpedia.org/resource/The_Sandman_(book)
bo277	book	http://dbpedia.org/resource/Love_in_the_Time_of_Cholera
bo278	book	http://dbpedia.org/resource/Northern_Lights_(novel)
bo279	book_writer	http://dbpedia.org/resource/Sherlock_Holmes
bo280	book	http://dbpedia.org/resource/The_Hatchet_(novel)
bo281	book	http://dbpedia.org/resource/Invisible_Man
bo282	book	http://dbpedia.org/resource/For_One_More_Day
bo283	book	http://dbpedia.org/resource/Pretties
bo284	book	http://dbpedia.org/resource/Fruits_Basket
bo285	book	http://dbpedia.org/resource/The_Last_Lecture
bo286	book	http://dbpedia.org/resource/Ella_Enchanted
bo287	book	http://dbpedia.org/resource/Jurassic_Park_(novel)
bo288	book	http://dbpedia.org/resource/Heart_of_Darkness
bo289	book	http://dbpedia.org/resource/Captain_Underpants
bo290	book	http://dbpedia.org/resource/Coraline
bo292	book	http://dbpedia.org/resource/All_Quiet_on_the_Western_Front
bo293	book	http://dbpedia.org/resource/The_Brothers_Karamazov
bo294	book	http://dbpedia.org/resource/The_Glass_Castle
bo295	book	http://dbpedia.org/resource/The_Metamorphosis
bo296	book	http://dbpedia.org/resource/God_Is_Not_Great
bo297	book	http://dbpedia.org/resource/The_Tipping_Point
bo298	book	http://dbpedia.org/resource/The_Celestine_Prophecy
bo299	book	http://dbpedia.org/resource/The_Girl_Who_Played_with_Fire
bo300	book	http://dbpedia.org/resource/The_Phantom_Tollbooth
bo301	book	http://dbpedia.org/resource/Howl's_Moving_Castle
bo302	book_writer	http://dbpedia.org/resource/Bulleh_Shah
bo303	book	http://dbpedia.org/resource/Moby-Dick
bo304	book	http://dbpedia.org/resource/Paper_Towns
bo305	book	http://dbpedia.org/resource/Scar_Tissue_(book)
bo306	book	http://dbpedia.org/resource/The_Pact_(novel)
bo307	book	http://dbpedia.org/resource/The_Poisonwood_Bible
bo308	book	http://dbpedia.org/resource/Neverwhere_(novel)
bo309	book	http://dbpedia.org/resource/City_of_Glass_(Mortal_Instruments)
bo310	book	http://dbpedia.org/resource/One_Night_@_the_Call_Center
bo311	book	http://dbpedia.org/resource/The_Hardy_Boys
bo312	book	http://dbpedia.org/resource/The_Jungle_Book
bo313	book	http://dbpedia.org/resource/Atonement_(novel)
bo314	book	http://dbpedia.org/resource/Fullmetal_Alchemist
bo315	book	http://dbpedia.org/resource/Graphic_novel
bo316	book_writer	http://dbpedia.org/resource/Ashfaq_Ahmed
bo317	book	http://dbpedia.org/resource/The_Truth_About_Forever
bo318	book	http://dbpedia.org/resource/The_Seven_Habits_of_Highly_Effective_People
bo319	book	http://dbpedia.org/resource/The_Inheritance_(novel)
bo320	book	http://dbpedia.org/resource/The_Adventures_of_Tom_Sawyer
bo321	book	http://dbpedia.org/resource/The_Heroin_Diaries:_A_Year_in_the_Life_of_a_Shattered_Rock_Star
bo322	book_genre	http://dbpedia.org/resource/Fairy_tale
bo323	book	http://dbpedia.org/resource/The_Call_of_the_Wild
bo325	book	http://dbpedia.org/resource/Misery_(novel)
bo326	book	http://dbpedia.org/resource/The_Handmaid's_Tale
bo327	book	http://dbpedia.org/resource/Girl,_Interrupted
bo328	book	http://dbpedia.org/resource/Encyclopædia_Britannica
bo329	book	http://dbpedia.org/resource/The_Devil_Wears_Prada_(novel)
bo330	book	http://dbpedia.org/resource/If_You_Give_a_Mouse_a_Cookie
bo331	book	http://dbpedia.org/resource/Battle_Royale
bo332	book	http://dbpedia.org/resource/Peter_and_Wendy
bo333	book	http://dbpedia.org/resource/Candide
bo334	book	http://dbpedia.org/resource/The_Historian
bo335	book	http://dbpedia.org/resource/The_Monk_Who_Sold_His_Ferrari
bo336	book_genre	http://dbpedia.org/resource/Self-help_book
bo337	book	http://dbpedia.org/resource/Halo_(series)
bo338	book	http://dbpedia.org/resource/The_Master_and_Margarita
bo339	book	http://dbpedia.org/resource/Grimms'_Fairy_Tales
bo340	book	http://dbpedia.org/resource/Hush,_Hush
bo341	book	http://dbpedia.org/resource/Where_the_Sidewalk_Ends_(book)
bo342	book	http://dbpedia.org/resource/The_Silence_of_the_Lambs_(novel)
bo343	book	http://dbpedia.org/resource/Pet_Sematary
bo344	book	http://dbpedia.org/resource/I_Am_Number_Four
bo345	book	http://dbpedia.org/resource/The_Time_Machine
bo346	book	http://dbpedia.org/resource/Inkspell
bo347	book	http://dbpedia.org/resource/Extremely_Loud_and_Incredibly_Close
bo349	book	http://dbpedia.org/resource/Bartimaeus_Sequence
bo350	book	http://dbpedia.org/resource/In_Cold_Blood
bo351	book	http://dbpedia.org/resource/The_God_of_Small_Things
bo352	book	http://dbpedia.org/resource/Specials_(novel)
bo353	book_genre	http://dbpedia.org/resource/Historical_fiction
bo354	book	http://dbpedia.org/resource/Mythology_(book)
bo355	book	http://dbpedia.org/resource/Persuasion_(novel)
bo356	book_genre	http://dbpedia.org/resource/Non-fiction
bo357	book	http://dbpedia.org/resource/I_Am_America_(And_So_Can_You!)
bo358	book	http://dbpedia.org/resource/The_Green_Mile_(novel)
bo359	book	http://dbpedia.org/resource/The_Demonata
bo360	book	http://dbpedia.org/resource/Carrie_(novel)
bo361	book	http://dbpedia.org/resource/Ender's_Shadow
bo362	book	http://dbpedia.org/resource/Push_(novel)
bo363	book_genre	http://dbpedia.org/resource/Poetry
bo364	book	http://dbpedia.org/resource/Nineteen_Minutes
bo365	book	http://dbpedia.org/resource/Outliers_(book)
bo366	book	http://dbpedia.org/resource/The_Help
bo367	book	http://dbpedia.org/resource/Rebecca_(novel)
bo368	book	http://dbpedia.org/resource/The_Awakening_(Chopin_novel)
bo369	book	http://dbpedia.org/resource/Sabriel
bo370	book_genre	http://dbpedia.org/resource/Mythology
bo371	book	http://dbpedia.org/resource/Zen_and_the_Art_of_Motorcycle_Maintenance
bo372	book_writer	http://dbpedia.org/resource/Raditya_dika
bo373	book	http://dbpedia.org/resource/White_Fang
bo374	book	http://dbpedia.org/resource/Blue_Like_Jazz
bo375	book_writer	http://dbpedia.org/resource/Angus_Buchan
bo376	book	http://dbpedia.org/resource/A_Separate_Peace
bo377	book	http://dbpedia.org/resource/The_Girl_Who_Leapt_Through_Time
bo378	book	http://dbpedia.org/resource/Lullaby_(Palahniuk_novel)
bo379	book	http://dbpedia.org/resource/Don_Quixote
bo380	book	http://dbpedia.org/resource/Abhorsen
bo381	book	http://dbpedia.org/resource/The_Secret_Dreamworld_of_a_Shopaholic
bo382	book	http://dbpedia.org/resource/Me_Talk_Pretty_One_Day
bo383	book	http://dbpedia.org/resource/He's_Just_Not_That_Into_You
bo384	book	http://dbpedia.org/resource/A_Tree_Grows_in_Brooklyn_(novel)
bo385	book	http://dbpedia.org/resource/Thus_Spoke_Zarathustra
bo386	book	http://dbpedia.org/resource/Witch_&_Wizard
bo387	book	http://dbpedia.org/resource/Charlie_and_the_Chocolate_Factory
bo388	book	http://dbpedia.org/resource/The_Communist_Manifesto
bo389	book	http://dbpedia.org/resource/The_Lightning_Thief
bo390	book	http://dbpedia.org/resource/The_Southern_Vampire_Mysteries
bo391	book	http://dbpedia.org/resource/Tuck_Everlasting
bo392	book	http://dbpedia.org/resource/Shantaram_(novel)
bo393	book	http://dbpedia.org/resource/The_Looking_Glass_Wars
bo394	book_writer	http://dbpedia.org/resource/Nicholas_Sparks
bo395	book	http://dbpedia.org/resource/Cell_(novel)
bo396	book	http://dbpedia.org/resource/Warcraft
bo397	book	http://dbpedia.org/resource/Collected_Ghost_Stories
bo398	book	http://dbpedia.org/resource/The_Three_Musketeers
bo399	book	http://dbpedia.org/resource/Treasure_Island
bo400	book	http://dbpedia.org/resource/The_Cat_in_the_Hat
bo401	book	http://dbpedia.org/resource/David_Copperfield
bo402	book	http://dbpedia.org/resource/The_House_of_the_Scorpion
bo403	book	http://dbpedia.org/resource/Stranger_in_a_Strange_Land
bo404	book	http://dbpedia.org/resource/The_Mists_of_Avalon
bo405	book	http://dbpedia.org/resource/Ishmael_(novel)
bo406	book	http://dbpedia.org/resource/The_Importance_of_Being_Earnest
bo407	book	http://dbpedia.org/resource/Black_Beauty
bo408	book	http://dbpedia.org/resource/Trainspotting_(novel)
bo409	book	http://dbpedia.org/resource/How_to_Win_Friends_and_Influence_People
bo410	book	http://dbpedia.org/resource/Beastly
bo411	book	http://dbpedia.org/resource/Timeline_(novel)
bo412	book_genre	http://dbpedia.org/resource/Western_fiction
bo413	book	http://dbpedia.org/resource/Gulliver's_Travels
bo414	book	http://dbpedia.org/resource/Winnie-the-Pooh_(book)
bo415	book	http://dbpedia.org/resource/Bridge_to_Terabithia_(novel)
bo416	book	http://dbpedia.org/resource/Jonathan_Livingston_Seagull
bo417	book	http://dbpedia.org/resource/The_Tao_of_Pooh
bo418	book	http://dbpedia.org/resource/Walden
bo419	book	http://dbpedia.org/resource/Ranger's_Apprentice
bo420	book	http://dbpedia.org/resource/Robinson_Crusoe
bo421	book	http://dbpedia.org/resource/Eleven_Minutes
bo422	book	http://dbpedia.org/resource/Animorphs
bo423	book	http://dbpedia.org/resource/The_Bluest_Eye
bo424	book	http://dbpedia.org/resource/The_Boy_in_the_Striped_Pyjamas
bo426	book_writer	http://dbpedia.org/resource/Steve_King
bo427	book	http://dbpedia.org/resource/Rachel_Ray_(novel)
bo428	book	http://dbpedia.org/resource/The_Good_Earth
bo429	book	http://dbpedia.org/resource/This_Lullaby
bo430	book	http://dbpedia.org/resource/Stardust_(novel)
bo431	book	http://dbpedia.org/resource/The_Idiot
bo432	book	http://dbpedia.org/resource/The_Queen_of_the_Damned
bo433	book	http://dbpedia.org/resource/It_(novel)
bo434	book	http://dbpedia.org/resource/The_Joy_Luck_Club_(novel)
bo435	book	http://dbpedia.org/resource/Death_Note
bo436	book	http://dbpedia.org/resource/Rant_(novel)
bo437	book	http://dbpedia.org/resource/'Salem's_Lot
bo438	book	http://dbpedia.org/resource/The_Very_Hungry_Caterpillar
bo439	book	http://dbpedia.org/resource/The_Princess_Diaries_(novel)
bo440	book	http://dbpedia.org/resource/The_Raven
bo441	book	http://dbpedia.org/resource/The_Belgariad
bo442	book	http://dbpedia.org/resource/A_Farewell_to_Arms
bo443	book	http://dbpedia.org/resource/D.Gray-man
bo444	book	http://dbpedia.org/resource/The_War_of_the_Worlds
bo445	book	http://dbpedia.org/resource/Matilda_(novel)
bo446	book_writer	http://dbpedia.org/resource/Muhammed_Zafar_Iqbal
bo447	book	http://dbpedia.org/resource/The_Clan_of_the_Cave_Bear
bo448	book	http://dbpedia.org/resource/The_Lion,_the_Witch_and_the_Wardrobe
bo449	book	http://dbpedia.org/resource/CHERUB
bo450	book	http://dbpedia.org/resource/Old_Farmer's_Almanac
bo451	book	http://dbpedia.org/resource/Foundation_(novel)
bo452	book	http://dbpedia.org/resource/Breakfast_of_Champions
bo453	book	http://dbpedia.org/resource/The_Adventures_of_Tintin
bo454	book	http://dbpedia.org/resource/Eighth_Grade_Bites
bo455	book	http://dbpedia.org/resource/Women_(novel)
bo456	book	http://dbpedia.org/resource/The_Girl_Who_Kicked_the_Hornets'_Nest
