# id	type	entity
mu80	music_artist	http://dbpedia.org/resource/Wiz_Khalifa
mu81	music_band	http://dbpedia.org/resource/Gorillaz
mu82	music_band	http://dbpedia.org/resource/Panic!_at_the_Disco
mu83	music_artist	http://dbpedia.org/resource/Snoop_Dogg
mu84	music_artist	http://dbpedia.org/resource/U2
mu85	music_genre	http://dbpedia.org/resource/Jazz
mu86	music_artist	http://dbpedia.org/resource/Gucci_Mane
mu87	music_artist	http://dbpedia.org/resource/Ozzy_Osbourne
mu88	music_artist	http://dbpedia.org/resource/Michael_Bublé
mu89	music_band	http://dbpedia.org/resource/Led_Zeppelin
mu90	music_artist	http://dbpedia.org/resource/Jack_Johnson_(musician)
mu91	music_band	http://dbpedia.org/resource/Boys_Like_Girls
mu92	music_band	http://dbpedia.org/resource/Incubus_(band)
mu93	music_band	http://dbpedia.org/resource/Never_Shout_Never
mu94	music_band	http://dbpedia.org/resource/Amusement_Parks_on_Fire
mu95	music_band	http://dbpedia.org/resource/MGMT
mu96	music_artist	http://dbpedia.org/resource/Jimi_Hendrix
mu97	music_album	http://dbpedia.org/resource/The_Weekend_(album)
mu98	music_artist	http://dbpedia.org/resource/Deadmau5
mu99	music_genre	http://dbpedia.org/resource/Alternative_rock
mu100	music_artist	http://dbpedia.org/resource/The_Rolling_Stones
mu101	music_artist	http://dbpedia.org/resource/Slash_(musician)
mu102	music_band	http://dbpedia.org/resource/Aerosmith
mu103	music_band	http://dbpedia.org/resource/Flyleaf_(band)
mu104	music_artist	http://dbpedia.org/resource/Jason_Aldean
mu105	music_genre	http://dbpedia.org/resource/Heavy_metal_music
mu106	music_band	http://dbpedia.org/resource/Pantera
mu107	music_band	http://dbpedia.org/resource/Death_Cab_for_Cutie
mu108	music_artist	http://dbpedia.org/resource/Demi_Lovato
mu109	music_artist	http://dbpedia.org/resource/Mary_J._Blige
mu110	music_artist	http://dbpedia.org/resource/Jason_Derulo
mu111	music_band	http://dbpedia.org/resource/Rise_Against
mu112	music_band	http://dbpedia.org/resource/Journey_(band)
mu113	music_genre	http://dbpedia.org/resource/Contemporary_R&B
mu114	music_band	http://dbpedia.org/resource/The_Fray
mu115	music_artist	http://dbpedia.org/resource/Waka_Flocka_Flame
mu116	music_band	http://dbpedia.org/resource/A_Day_to_Remember
mu117	music_band	http://dbpedia.org/resource/Jonas_Brothers
mu118	music_artist	http://dbpedia.org/resource/Monica_(singer)
mu119	music_band	http://dbpedia.org/resource/The_All-American_Rejects
mu120	music_artist	http://dbpedia.org/resource/Mariah_Carey
mu121	music_band	http://dbpedia.org/resource/LMFAO
mu122	music_artist	http://dbpedia.org/resource/David_Bowie
mu123	music_band	http://dbpedia.org/resource/Pearl_Jam
mu124	music_band	http://dbpedia.org/resource/Escape_the_Fate
mu125	music_artist	http://dbpedia.org/resource/Tim_McGraw
mu126	music_band	http://dbpedia.org/resource/The_Cure
mu127	music_artist	http://dbpedia.org/resource/Kenny_Chesney
mu128	music_band	http://dbpedia.org/resource/Black_Sabbath
mu129	music_album	http://dbpedia.org/resource/ISouljaBoyTellem
mu130	music_artist	http://dbpedia.org/resource/Keyshia_Cole
mu131	music_artist	http://dbpedia.org/resource/Iron_Maiden
mu132	music_band	http://dbpedia.org/resource/Weezer
mu133	music_band	http://dbpedia.org/resource/Rammstein
mu134	music_artist	http://dbpedia.org/resource/John_Lennon
mu135	music_band	http://dbpedia.org/resource/Papa_Roach
mu136	music_band	http://dbpedia.org/resource/Megadeth
mu137	music_artist	http://dbpedia.org/resource/Keri_Hilson
mu138	music_band	http://dbpedia.org/resource/All_Time_Low
mu139	music_band	http://dbpedia.org/resource/Oasis_(band)
mu140	music_artist	http://dbpedia.org/resource/Bob_Dylan
mu141	music_band	http://dbpedia.org/resource/Nine_Inch_Nails
mu142	music_band	http://dbpedia.org/resource/Rascal_Flatts
mu143	music_artist	http://dbpedia.org/resource/Adele
mu144	music_band	http://dbpedia.org/resource/The_Script
mu145	music_composition	http://dbpedia.org/resource/Tool_(song)
mu146	music_artist	http://dbpedia.org/resource/Adam_Lambert
mu147	music_artist	http://dbpedia.org/resource/Marilyn_Manson
mu148	music_artist	http://dbpedia.org/resource/Ne-Yo
mu149	music_artist	http://dbpedia.org/resource/Zac_Brown_Band
mu150	music_band	http://dbpedia.org/resource/Switchfoot
mu151	music_band	http://dbpedia.org/resource/3_Doors_Down
mu152	music_genre	http://dbpedia.org/resource/Reggae
mu153	music_band	http://dbpedia.org/resource/Hollywood_Undead
mu154	music_artist	http://dbpedia.org/resource/Elvis_Presley
mu155	music_band	http://dbpedia.org/resource/Alice_in_Chains
mu156	music_artist	http://dbpedia.org/resource/George_Strait
mu157	music_band	http://dbpedia.org/resource/Seether
mu158	music_band	http://dbpedia.org/resource/Dave_Matthews_Band
mu159	music_artist	http://dbpedia.org/resource/Christina_Aguilera
mu160	music_artist	http://dbpedia.org/resource/Lupe_Fiasco
mu161	music_band	http://dbpedia.org/resource/Depeche_Mode
mu162	music_band	http://dbpedia.org/resource/Backstreet_Boys
mu163	music_artist	http://dbpedia.org/resource/Madonna_(entertainer)
mu164	music_genre	http://dbpedia.org/resource/Techno
mu165	music_band	http://dbpedia.org/resource/Kiss_(band)
mu166	music_band	http://dbpedia.org/resource/The_Smashing_Pumpkins
mu167	music_artist	http://dbpedia.org/resource/Maxwell_(musician)
mu168	music_band	http://dbpedia.org/resource/Mumford_&_Sons
mu169	music_band	http://dbpedia.org/resource/Skillet_(band)
mu170	music_band	http://dbpedia.org/resource/Bring_Me_the_Horizon
mu171	music_artist	http://dbpedia.org/resource/Brad_Paisley
mu172	music_band	http://dbpedia.org/resource/Sugarland
mu173	music_band	http://dbpedia.org/resource/Daughtry_(band)
mu174	music_artist	http://dbpedia.org/resource/Tiësto
mu175	music_band	http://dbpedia.org/resource/Secondhand_Serenade
mu176	music_artist	http://dbpedia.org/resource/Pitbull_(rapper)
mu177	music_artist	http://dbpedia.org/resource/Janis_Joplin
mu178	music_band	http://dbpedia.org/resource/Snow_Patrol
mu179	music_band	http://dbpedia.org/resource/Lifehouse_(band)
mu180	music_artist	http://dbpedia.org/resource/Modest_Mouse
mu181	music_artist	http://dbpedia.org/resource/Cheryl_Cole
mu182	music_genre	http://dbpedia.org/resource/Gospel_music
mu183	music_band	http://dbpedia.org/resource/Godsmack
mu184	music_genre	http://dbpedia.org/resource/Classical_music
mu185	music_band	http://dbpedia.org/resource/Deftones
mu186	music_artist	http://dbpedia.org/resource/Ludacris
mu187	music_artist	http://dbpedia.org/resource/Casting_Crowns
mu188	music_band	http://dbpedia.org/resource/The_White_Stripes
mu189	music_band	http://dbpedia.org/resource/The_Smiths
mu190	music_artist	http://dbpedia.org/resource/T-Pain
mu191	music_band	http://dbpedia.org/resource/Good_Charlotte
mu192	music_band	http://dbpedia.org/resource/Killswitch_Engage
mu193	music_band	http://dbpedia.org/resource/Simple_Plan
mu194	music_band	http://dbpedia.org/resource/The_Used
mu195	music_band	http://dbpedia.org/resource/The_Offspring
mu196	music_artist	http://dbpedia.org/resource/Keith_Urban
mu197	music_artist	http://dbpedia.org/resource/The_Devil_Wears_Prada_(band)
mu198	music_artist	http://dbpedia.org/resource/Lily_Allen
mu199	music_band	http://dbpedia.org/resource/The_Prodigy
mu200	music_band	http://dbpedia.org/resource/Goo_Goo_Dolls
mu201	music_artist	http://dbpedia.org/resource/Regina_Spektor
mu202	music_band	http://dbpedia.org/resource/BOB_(band)
mu203	music_band	http://dbpedia.org/resource/OneRepublic
mu204	music_artist	http://dbpedia.org/resource/A._R._Rahman
mu205	music_artist	http://dbpedia.org/resource/Reba_McEntire
mu206	music_artist	http://dbpedia.org/resource/Rob_Zombie
mu207	music_band	http://dbpedia.org/resource/Lamb_of_God_(band)
mu208	music_artist	http://dbpedia.org/resource/Gwen_Stefani
mu209	music_band	http://dbpedia.org/resource/Train_(band)
mu210	music_band	http://dbpedia.org/resource/Flight_of_the_Conchords
mu211	music_band	http://dbpedia.org/resource/Nightwish
mu212	music_band	http://dbpedia.org/resource/The_Jimi_Hendrix_Experience
mu213	music_artist	http://dbpedia.org/resource/AFI_(band)
mu214	music_genre	http://dbpedia.org/resource/Blues
mu215	music_band	http://dbpedia.org/resource/No_Doubt
mu216	music_band	http://dbpedia.org/resource/Relient_K
mu217	music_artist	http://dbpedia.org/resource/Jennifer_Hudson
mu218	music_artist	http://dbpedia.org/resource/Taio_Cruz
mu219	music_artist	http://dbpedia.org/resource/Eric_Clapton
mu220	music_artist	http://dbpedia.org/resource/Sean_Kingston
mu221	music_genre	http://dbpedia.org/resource/Rhythm_and_blues
mu222	music_band	http://dbpedia.org/resource/Creed_(band)
mu223	music_artist	http://dbpedia.org/resource/Kelly_Clarkson
mu224	music_band	http://dbpedia.org/resource/Coheed_and_Cambria
mu225	music_band	http://dbpedia.org/resource/Plain_White_T's
mu226	music_artist	http://dbpedia.org/resource/Nelly
mu227	music_band	http://dbpedia.org/resource/Ramones
mu228	music_band	http://dbpedia.org/resource/The_Who
mu229	music_band	http://dbpedia.org/resource/A_Perfect_Circle
mu230	music_band	http://dbpedia.org/resource/Florence_and_the_Machine
mu231	music_artist	http://dbpedia.org/resource/Ciara
mu232	music_band	http://dbpedia.org/resource/Arctic_Monkeys
mu233	music_band	http://dbpedia.org/resource/Mindless_Self_Indulgence
mu234	music_artist	http://dbpedia.org/resource/Miranda_Lambert
mu235	music_artist	http://dbpedia.org/resource/Basshunter
mu236	music_artist	http://dbpedia.org/resource/Tyga
mu237	music_band	http://dbpedia.org/resource/Beastie_Boys
mu238	music_band	http://dbpedia.org/resource/Taking_Back_Sunday
mu239	music_band	http://dbpedia.org/resource/Five_Finger_Death_Punch
mu240	music_album	http://dbpedia.org/resource/The_Pendulum
mu241	music_band	http://dbpedia.org/resource/Sade_(band)
mu242	music_band	http://dbpedia.org/resource/Yeah_Yeah_Yeahs
mu243	music_band	http://dbpedia.org/resource/Sum_41
mu244	music_artist	http://dbpedia.org/resource/Cobra_Starship
mu245	music_artist	http://dbpedia.org/resource/Kid_Rock
mu246	music_artist	http://dbpedia.org/resource/Jill_Scott
mu247	music_artist	http://dbpedia.org/resource/Frank_Sinatra
mu248	music_band	http://dbpedia.org/resource/Hillsong_United_(band)
mu249	music_artist	http://dbpedia.org/resource/Young_Jeezy
mu250	music_band	http://dbpedia.org/resource/Vampire_Weekend
mu251	music_band	http://dbpedia.org/resource/Underoath
mu252	music_artist	http://dbpedia.org/resource/Erykah_Badu
mu253	music_band	http://dbpedia.org/resource/We_the_Kings
mu254	music_genre	http://dbpedia.org/resource/Fantasia_(music)
mu255	music_artist	http://dbpedia.org/resource/Fergie_(singer)
mu256	music_band	http://dbpedia.org/resource/As_I_Lay_Dying_(band)
mu257	music_band	http://dbpedia.org/resource/The_Clash
mu258	music_artist	http://dbpedia.org/resource/Jennifer_Lopez
mu259	music_artist	http://dbpedia.org/resource/Leona_Lewis
mu260	music_artist	http://dbpedia.org/resource/Amy_Winehouse
mu261	music_band	http://dbpedia.org/resource/Van_Halen
mu262	music_band	http://dbpedia.org/resource/Yellowcard
mu263	music_band	http://dbpedia.org/resource/New_Boyz
mu264	music_artist	http://dbpedia.org/resource/Celine_Dion
mu265	music_artist	http://dbpedia.org/resource/Tech_N9ne
mu266	music_artist	http://dbpedia.org/resource/Jay_Sean
mu267	music_band	http://dbpedia.org/resource/August_Burns_Red
mu268	music_band	http://dbpedia.org/resource/Jimmy_Eat_World
mu269	music_artist	http://dbpedia.org/resource/Norah_Jones
mu270	music_band	http://dbpedia.org/resource/Shinedown
mu271	music_artist	http://dbpedia.org/resource/Dimebag_Darrell
mu272	music_artist	http://dbpedia.org/resource/The_Black_Keys
mu273	music_band	http://dbpedia.org/resource/Within_Temptation
mu274	music_band	http://dbpedia.org/resource/Atreyu_(band)
mu275	music_artist	http://dbpedia.org/resource/Susan_Boyle
mu276	music_band	http://dbpedia.org/resource/Staind
mu277	music_band	http://dbpedia.org/resource/Dream_Theater
mu278	music_artist	http://dbpedia.org/resource/Jeffree_Star
mu279	music_artist	http://dbpedia.org/resource/Hayley_Williams
mu280	music_band	http://dbpedia.org/resource/Alesana
mu281	music_artist	http://dbpedia.org/resource/Flo_Rida
mu282	music_artist	http://dbpedia.org/resource/Pink_(singer)
mu283	music_band	http://dbpedia.org/resource/Chevelle
mu284	music_band	http://dbpedia.org/resource/Tenacious_D
mu285	music_band	http://dbpedia.org/resource/Mayday_Parade
mu286	music_band	http://dbpedia.org/resource/The_Strokes
mu287	music_band	http://dbpedia.org/resource/Mötley_Crüe
mu288	music_band	http://dbpedia.org/resource/Flogging_Molly
mu289	music_artist	http://dbpedia.org/resource/Imogen_Heap
mu290	music_artist	http://dbpedia.org/resource/Alanis_Morissette
mu291	music_band	http://dbpedia.org/resource/Children_of_Bodom
mu292	music_artist	http://dbpedia.org/resource/Chrisette_Michele
mu293	music_band	http://dbpedia.org/resource/Slayer
mu294	music_band	http://dbpedia.org/resource/Cage_the_Elephant
mu295	music_band	http://dbpedia.org/resource/Tokio_Hotel
mu296	music_artist	http://dbpedia.org/resource/Willow_Smith
mu297	music_band	http://dbpedia.org/resource/Arcade_Fire
mu298	music_artist	http://dbpedia.org/resource/Lenny_Kravitz
mu299	music_genre	http://dbpedia.org/resource/House_music
mu300	music_band	http://dbpedia.org/resource/The_Eagles_(UK_band)
mu301	music_band	http://dbpedia.org/resource/Suicide_Silence
mu302	music_band	http://dbpedia.org/resource/Apocalyptica
mu303	music_artist	http://dbpedia.org/resource/Dr._Dre
mu304	music_band	http://dbpedia.org/resource/Attack_Attack!
mu305	music_band	http://dbpedia.org/resource/The_Red_Jumpsuit_Apparatus
mu306	music_artist	http://dbpedia.org/resource/Carlos_Santana
mu307	music_band	http://dbpedia.org/resource/Judas_Priest
mu308	music_artist	http://dbpedia.org/resource/Chris_Tomlin
mu309	music_band	http://dbpedia.org/resource/Parokya_ni_Edgar
mu310	music_band	http://dbpedia.org/resource/Grateful_Dead
mu311	music_artist	http://dbpedia.org/resource/Mika_(singer)
mu312	music_artist	http://dbpedia.org/resource/David_Archuleta
mu313	music_band	http://dbpedia.org/resource/Queens_of_the_Stone_Age
mu314	music_artist	http://dbpedia.org/resource/John_Legend
mu315	music_band	http://dbpedia.org/resource/The_Veronicas
mu316	music_band	http://dbpedia.org/resource/Def_Leppard
mu317	music_artist	http://dbpedia.org/resource/Ludwig_van_Beethoven
mu318	music_artist	http://dbpedia.org/resource/Josh_Groban
mu319	music_band	http://dbpedia.org/resource/Tegan_and_Sara
mu320	music_artist	http://dbpedia.org/resource/Elton_John
mu321	music_band	http://dbpedia.org/resource/Lynyrd_Skynyrd
mu322	music_artist	http://dbpedia.org/resource/Billy_Joel
mu323	music_artist	http://dbpedia.org/resource/Beck
mu324	music_band	http://dbpedia.org/resource/Metro_Station_(band)
mu325	music_artist	http://dbpedia.org/resource/Common_(rapper)
mu326	music_artist	http://dbpedia.org/resource/James_Blunt
mu327	music_band	http://dbpedia.org/resource/Cute_Is_What_We_Aim_For
mu328	music_band	http://dbpedia.org/resource/Rush_(band)
mu329	music_artist	http://dbpedia.org/resource/TobyMac
mu330	music_band	http://dbpedia.org/resource/Phoenix_(band)
mu331	music_band	http://dbpedia.org/resource/Fleetwood_Mac
mu332	music_artist	http://dbpedia.org/resource/Wolfgang_Amadeus_Mozart
mu333	music_band	http://dbpedia.org/resource/Far_East_Movement
mu334	music_band	http://dbpedia.org/resource/Pixies
mu335	music_artist	http://dbpedia.org/resource/Luke_Bryan
mu336	music_artist	http://dbpedia.org/resource/Third_Day
mu337	music_band	http://dbpedia.org/resource/Massive_Attack
mu338	music_artist	http://dbpedia.org/resource/Mike_Posner
mu339	music_band	http://dbpedia.org/resource/Sick_Puppies
mu340	music_album	http://dbpedia.org/resource/Him_(album)
mu341	music_band	http://dbpedia.org/resource/Matchbox_Twenty
mu342	music_band	http://dbpedia.org/resource/Stone_Sour
mu343	music_band	http://dbpedia.org/resource/Forever_the_Sickest_Kids
mu344	music_band	http://dbpedia.org/resource/Brand_New_(band)
mu345	music_band	http://dbpedia.org/resource/Westlife
mu346	music_artist	http://dbpedia.org/resource/Nick_Jonas
mu347	music_band	http://dbpedia.org/resource/R.E.M.
mu348	music_band	http://dbpedia.org/resource/Dropkick_Murphys
mu349	music_band	http://dbpedia.org/resource/311_(band)
mu350	music_band	http://dbpedia.org/resource/The_Pussycat_Dolls
mu351	music_artist	http://dbpedia.org/resource/Armin_van_Buuren
mu352	music_artist	http://dbpedia.org/resource/Bret_Michaels
mu353	music_band	http://dbpedia.org/resource/The_Kooks
mu354	music_band	http://dbpedia.org/resource/Super_Junior
mu355	music_artist	http://dbpedia.org/resource/Timbaland
mu356	music_band	http://dbpedia.org/resource/Hey_Monday
mu357	music_band	http://dbpedia.org/resource/Franz_Ferdinand_(band)
mu358	music_band	http://dbpedia.org/resource/Dashboard_Confessional
mu359	music_band	http://dbpedia.org/resource/Anberlin
mu360	music_band	http://dbpedia.org/resource/Big_Time_Rush_(band)
mu361	music_band	http://dbpedia.org/resource/Cradle_of_Filth
mu362	music_artist	http://dbpedia.org/resource/The_Ready_Set
mu363	music_band	http://dbpedia.org/resource/Asking_Alexandria
mu364	music_artist	http://dbpedia.org/resource/"Weird_Al"_Yankovic
mu365	music_artist	http://dbpedia.org/resource/Stevie_Wonder
mu366	music_band	http://dbpedia.org/resource/Black_Veil_Brides
mu367	music_band	http://dbpedia.org/resource/Thousand_Foot_Krutch
mu368	music_band	http://dbpedia.org/resource/Dethklok
mu369	music_band	http://dbpedia.org/resource/The_Maine_(band)
mu370	music_band	http://dbpedia.org/resource/Atmosphere_(music_group)
mu371	music_artist	http://dbpedia.org/resource/Jazmine_Sullivan
mu372	music_band	http://dbpedia.org/resource/All_That_Remains_(band)
mu373	music_artist	http://dbpedia.org/resource/Josef_Plieseis
mu374	music_band	http://dbpedia.org/resource/The_Postal_Service
mu375	music_artist	http://dbpedia.org/resource/Toby_Keith
mu376	music_artist	http://dbpedia.org/resource/Jeremy_Camp
mu377	music_band	http://dbpedia.org/resource/Limp_Bizkit
mu378	music_band	http://dbpedia.org/resource/Allstar_Weekend
mu379	music_band	http://dbpedia.org/resource/Passion_Pit
mu380	music_band	http://dbpedia.org/resource/Placebo_(band)
mu381	music_artist	http://dbpedia.org/resource/Tom_Waits
mu382	music_band	http://dbpedia.org/resource/La_Roux
mu383	music_artist	http://dbpedia.org/resource/Everything_(band)
mu384	music_band	http://dbpedia.org/resource/Theory_of_a_Deadman
mu385	music_genre	http://dbpedia.org/resource/Dubstep
mu386	music_band	http://dbpedia.org/resource/The_Cranberries
mu387	music_artist	http://dbpedia.org/resource/Iron_&_Wine
mu388	music_band	http://dbpedia.org/resource/Blue_October
mu389	music_band	http://dbpedia.org/resource/Hellogoodbye
mu390	music_artist	http://dbpedia.org/resource/Ellie_Goulding
mu391	music_album	http://dbpedia.org/resource/Hillsong_United:_Live_in_Miami
mu392	music_artist	http://dbpedia.org/resource/Mia_(singer)
mu393	music_band	http://dbpedia.org/resource/Chiodos
mu394	music_artist	http://dbpedia.org/resource/Bone_Thugs-n-Harmony
mu395	music_genre	http://dbpedia.org/resource/Trance_music
mu396	music_artist	http://dbpedia.org/resource/The_Game_(rapper)
mu397	music_artist	http://dbpedia.org/resource/Lil_Twist
mu398	music_band	http://dbpedia.org/resource/The_Police
mu399	music_band	http://dbpedia.org/resource/Stone_Temple_Pilots
mu400	music_artist	http://dbpedia.org/resource/Sara_Bareilles
mu401	music_artist	http://dbpedia.org/resource/Sting_(musician)
mu402	music_band	http://dbpedia.org/resource/Rage_Against_the_Machine
mu403	music_band	http://dbpedia.org/resource/Simon_&_Garfunkel
mu404	music_genre	http://dbpedia.org/resource/Pop_music
mu405	music_artist	http://dbpedia.org/resource/Robbie_Williams
mu406	music_artist	http://dbpedia.org/resource/Travie_McCoy
mu407	music_band	http://dbpedia.org/resource/The_Ting_Tings
mu408	music_band	http://dbpedia.org/resource/Sigur_Rós
mu409	music_artist	http://dbpedia.org/resource/The_Notorious_B.I.G.
mu410	music_band	http://dbpedia.org/resource/Trivium_(band)
mu411	music_band	http://dbpedia.org/resource/Wu-Tang_Clan
mu412	music_band	http://dbpedia.org/resource/Joy_Division
mu413	music_artist	http://dbpedia.org/resource/Enya
mu414	music_band	http://dbpedia.org/resource/Say_Anything_(band)
mu415	music_artist	http://dbpedia.org/resource/Neon_Trees
mu416	music_artist	http://dbpedia.org/resource/Wale_(rapper)
mu417	music_artist	http://dbpedia.org/resource/Lil_Boosie
mu418	music_band	http://dbpedia.org/resource/Hawthorne_Heights
mu419	music_band	http://dbpedia.org/resource/Metric_(band)
mu420	music_band	http://dbpedia.org/resource/Slightly_Stoopid
mu421	music_band	http://dbpedia.org/resource/Eraserheads
mu422	music_band	http://dbpedia.org/resource/Tom_Petty_and_the_Heartbreakers
mu423	music_artist	http://dbpedia.org/resource/Kris_Allen
mu424	music_artist	http://dbpedia.org/resource/Neil_Young
mu425	music_band	http://dbpedia.org/resource/Hinder
mu426	music_artist	http://dbpedia.org/resource/Nelly_Furtado
mu427	music_band	http://dbpedia.org/resource/DragonForce
mu428	music_album	http://dbpedia.org/resource/We_Are_Young_Money
mu429	music_band	http://dbpedia.org/resource/Angels_&_Airwaves
mu430	music_artist	http://dbpedia.org/resource/Tinie_Tempah
mu431	music_band	http://dbpedia.org/resource/Third_Eye_Blind
mu432	music_album	http://dbpedia.org/resource/The_Misfits_(album)
mu433	music_album	http://dbpedia.org/resource/Bigbang_Vol.1
mu434	music_artist	http://dbpedia.org/resource/Johann_Sebastian_Bach
mu435	music_band	http://dbpedia.org/resource/The_Beach_Boys
mu436	music_artist	http://dbpedia.org/resource/Daddy_Yankee
mu437	music_artist	http://dbpedia.org/resource/Ingrid_Michaelson
mu438	music_band	http://dbpedia.org/resource/Puddle_of_Mudd
mu439	music_artist	http://dbpedia.org/resource/Yo_Gotti
mu440	music_genre	http://dbpedia.org/resource/Hard_rock
mu441	music_artist	http://dbpedia.org/resource/Sarah_McLachlan
mu442	music_band	http://dbpedia.org/resource/Kutless
mu443	music_artist	http://dbpedia.org/resource/Serj_Tankian
mu444	music_band	http://dbpedia.org/resource/Silverstein_(band)
mu445	music_artist	http://dbpedia.org/resource/Stacey_Solomon
mu446	music_band	http://dbpedia.org/resource/Bowling_for_Soup
mu447	music_band	http://dbpedia.org/resource/Shiny_Toy_Guns
mu448	music_artist	http://dbpedia.org/resource/Pixie_Lott
mu449	music_band	http://dbpedia.org/resource/Interpol_(band)
mu450	music_band	http://dbpedia.org/resource/Brokencyde
mu451	music_artist	http://dbpedia.org/resource/Professor_Green
mu452	music_artist	http://dbpedia.org/resource/Bruce_Springsteen
mu453	music_artist	http://dbpedia.org/resource/Alice_Cooper
mu454	music_artist	http://dbpedia.org/resource/Paul_McCartney
mu455	music_artist	http://dbpedia.org/resource/Ice_Cube
mu456	music_band	http://dbpedia.org/resource/The_Lights
mu457	music_band	http://dbpedia.org/resource/Crystal_Castles_(band)
